phi,Alice,CMS,ATLAS
-0.527067,0.00281821,0.00271321,0.00264932
-0.5192,0.00284252,0.00273629,0.00267185
-0.511333,0.00286676,0.00275929,0.00269429
-0.503467,0.0028909,0.00278221,0.00271665
-0.4956,0.00291494,0.00280503,0.00273892
-0.487733,0.00293888,0.00282774,0.00276109
-0.479867,0.0029627,0.00285035,0.00278314
-0.472,0.0029864,0.00287283,0.00280508
-0.464133,0.00300996,0.00289518,0.0028269
-0.456267,0.00303337,0.0029174,0.00284857
-0.4484,0.00305664,0.00293946,0.00287011
-0.440533,0.00307974,0.00296137,0.00289149
-0.432667,0.00310267,0.00298312,0.0029127
-0.4248,0.00312541,0.00300469,0.00293375
-0.416933,0.00314796,0.00302607,0.00295462
-0.409067,0.00317031,0.00304726,0.0029753
-0.4012,0.00319245,0.00306825,0.00299578
-0.393333,0.00321437,0.00308903,0.00301606
-0.385467,0.00323606,0.00310959,0.00303612
-0.3776,0.0032575,0.00312992,0.00305595
-0.369733,0.0032787,0.00315,0.00307555
-0.361867,0.00329963,0.00316984,0.00309491
-0.354,0.00332029,0.00318942,0.00311402
-0.346133,0.00334067,0.00320874,0.00313286
-0.338267,0.00336076,0.00322778,0.00315144
-0.3304,0.00338056,0.00324653,0.00316974
-0.322533,0.00340004,0.00326499,0.00318775
-0.314667,0.0034192,0.00328314,0.00320546
-0.3068,0.00343803,0.00330098,0.00322287
-0.298933,0.00345653,0.0033185,0.00323997
-0.291067,0.00347467,0.00333569,0.00325674
-0.2832,0.00349246,0.00335254,0.00327318
-0.275333,0.00350989,0.00336904,0.00328928
-0.267467,0.00352693,0.00338518,0.00330503
-0.2596,0.0035436,0.00340096,0.00332043
-0.251733,0.00355987,0.00341637,0.00333546
-0.243867,0.00357574,0.0034314,0.00335013
-0.236,0.00359119,0.00344603,0.00336441
-0.228133,0.00360623,0.00346027,0.0033783
-0.220267,0.00362084,0.00347411,0.0033918
-0.2124,0.00363502,0.00348753,0.0034049
-0.204533,0.00364876,0.00350053,0.00341758
-0.196667,0.00366204,0.0035131,0.00342985
-0.1888,0.00367486,0.00352525,0.0034417
-0.180933,0.00368722,0.00353695,0.00345312
-0.173067,0.00369911,0.0035482,0.0034641
-0.1652,0.00371052,0.003559,0.00347463
-0.157333,0.00372145,0.00356934,0.00348472
-0.149467,0.00373188,0.00357921,0.00349436
-0.1416,0.00374181,0.00358862,0.00350353
-0.133733,0.00375125,0.00359754,0.00351224
-0.125867,0.00376017,0.00360599,0.00352048
-0.118,0.00376858,0.00361394,0.00352825
-0.110133,0.00377647,0.00362141,0.00353553
-0.102267,0.00378383,0.00362838,0.00354233
-0.0944,0.00379067,0.00363485,0.00354865
-0.0865333,0.00379698,0.00364082,0.00355447
-0.0786667,0.00380275,0.00364628,0.0035598
-0.0708,0.00380798,0.00365123,0.00356463
-0.0629333,0.00381267,0.00365567,0.00356896
-0.0550667,0.00381681,0.00365959,0.00357279
-0.0472,0.00382041,0.00366299,0.00357611
-0.0393333,0.00382346,0.00366588,0.00357892
-0.0314667,0.00382595,0.00366824,0.00358122
-0.0236,0.0038279,0.00367008,0.00358302
-0.0157333,0.00382928,0.00367139,0.0035843
-0.00786667,0.00383012,0.00367218,0.00358507
2.49453e-15,0.0038304,0.00367244,0.00358532
0.00786667,0.00383012,0.00367218,0.00358507
0.0157333,0.00382928,0.00367139,0.0035843
0.0236,0.0038279,0.00367008,0.00358302
0.0314667,0.00382595,0.00366824,0.00358122
0.0393333,0.00382346,0.00366588,0.00357892
0.0472,0.00382041,0.00366299,0.00357611
0.0550667,0.00381681,0.00365959,0.00357279
0.0629333,0.00381267,0.00365567,0.00356896
0.0708,0.00380798,0.00365123,0.00356463
0.0786667,0.00380275,0.00364628,0.0035598
0.0865333,0.00379698,0.00364082,0.00355447
0.0944,0.00379067,0.00363485,0.00354865
0.102267,0.00378383,0.00362838,0.00354233
0.110133,0.00377647,0.00362141,0.00353553
0.118,0.00376858,0.00361394,0.00352825
0.125867,0.00376017,0.00360599,0.00352048
0.133733,0.00375125,0.00359754,0.00351224
0.1416,0.00374181,0.00358862,0.00350353
0.149467,0.00373188,0.00357921,0.00349436
0.157333,0.00372145,0.00356934,0.00348472
0.1652,0.00371052,0.003559,0.00347463
0.173067,0.00369911,0.0035482,0.0034641
0.180933,0.00368722,0.00353695,0.00345312
0.1888,0.00367486,0.00352525,0.0034417
0.196667,0.00366204,0.0035131,0.00342985
0.204533,0.00364876,0.00350053,0.00341758
0.2124,0.00363502,0.00348753,0.0034049
0.220267,0.00362084,0.00347411,0.0033918
0.228133,0.00360623,0.00346027,0.0033783
0.236,0.00359119,0.00344603,0.00336441
0.243867,0.00357574,0.0034314,0.00335013
0.251733,0.00355987,0.00341637,0.00333546
0.2596,0.0035436,0.00340096,0.00332043
0.267467,0.00352693,0.00338518,0.00330503
0.275333,0.00350989,0.00336904,0.00328928
0.2832,0.00349246,0.00335254,0.00327318
0.291067,0.00347467,0.00333569,0.00325674
0.298933,0.00345653,0.0033185,0.00323997
0.3068,0.00343803,0.00330098,0.00322287
0.314667,0.0034192,0.00328314,0.00320546
0.322533,0.00340004,0.00326499,0.00318775
0.3304,0.00338056,0.00324653,0.00316974
0.338267,0.00336076,0.00322778,0.00315144
0.346133,0.00334067,0.00320874,0.00313286
0.354,0.00332029,0.00318942,0.00311402
0.361867,0.00329963,0.00316984,0.00309491
0.369733,0.0032787,0.00315,0.00307555
0.3776,0.0032575,0.00312992,0.00305595
0.385467,0.00323606,0.00310959,0.00303612
0.393333,0.00321437,0.00308903,0.00301606
0.4012,0.00319245,0.00306825,0.00299578
0.409067,0.00317031,0.00304726,0.0029753
0.416933,0.00314796,0.00302607,0.00295462
0.4248,0.00312541,0.00300469,0.00293375
0.432667,0.00310267,0.00298312,0.0029127
0.440533,0.00307974,0.00296137,0.00289149
0.4484,0.00305664,0.00293946,0.00287011
0.456267,0.00303337,0.0029174,0.00284857
0.464133,0.00300996,0.00289518,0.0028269
0.472,0.0029864,0.00287283,0.00280508
0.479867,0.0029627,0.00285035,0.00278314
0.487733,0.00293888,0.00282774,0.00276109
0.4956,0.00291494,0.00280503,0.00273892
0.503467,0.0028909,0.00278221,0.00271665
0.511333,0.00286676,0.00275929,0.00269429
0.5192,0.00284252,0.00273629,0.00267185
0.527067,0.00281821,0.00271321,0.00264932
0.534933,0.00279383,0.00269006,0.00262673
0.5428,0.00276938,0.00266685,0.00260408
0.550667,0.00274488,0.00264359,0.00258138
0.558533,0.00272033,0.00262027,0.00255863
0.5664,0.00269575,0.00259692,0.00253584
0.574267,0.00267113,0.00257354,0.00251302
0.582133,0.0026465,0.00255014,0.00249018
0.59,0.00262185,0.00252672,0.00246733
0.597867,0.00259719,0.00250329,0.00244446
0.605733,0.00257253,0.00247985,0.0024216
0.6136,0.00254789,0.00245643,0.00239874
0.621467,0.00252325,0.00243302,0.00237589
0.629333,0.00249864,0.00240962,0.00235306
0.6372,0.00247406,0.00238625,0.00233025
0.645067,0.00244952,0.00236291,0.00230747
0.652933,0.00242502,0.00233961,0.00228473
0.6608,0.00240056,0.00231636,0.00226204
0.668667,0.00237617,0.00229315,0.00223939
0.676533,0.00235183,0.00227,0.0022168
0.6844,0.00232756,0.00224691,0.00219426
0.692267,0.00230337,0.00222389,0.0021718
0.700133,0.00227925,0.00220094,0.0021494
0.708,0.00225522,0.00217806,0.00212708
0.715867,0.00223128,0.00215527,0.00210483
0.723733,0.00220743,0.00213257,0.00208268
0.7316,0.00218368,0.00210996,0.00206061
0.739467,0.00216004,0.00208744,0.00203864
0.747333,0.0021365,0.00206503,0.00201676
0.7552,0.00211308,0.00204272,0.00199499
0.763067,0.00208978,0.00202052,0.00197332
0.770933,0.0020666,0.00199844,0.00195177
0.7788,0.00204354,0.00197647,0.00193032
0.786667,0.00202062,0.00195462,0.001909
0.794533,0.00199783,0.0019329,0.0018878
0.8024,0.00197517,0.0019113,0.00186672
0.810267,0.00195266,0.00188984,0.00184577
0.818133,0.00193029,0.00186851,0.00182495
0.826,0.00190807,0.00184731,0.00180427
0.833867,0.001886,0.00182626,0.00178372
0.841733,0.00186408,0.00180535,0.00176331
0.8496,0.00184231,0.00178458,0.00174304
0.857467,0.00182071,0.00176397,0.00172292
0.865333,0.00179926,0.0017435,0.00170294
0.8732,0.00177798,0.00172318,0.00168312
0.881067,0.00175686,0.00170302,0.00166344
0.888933,0.00173591,0.00168302,0.00164391
0.8968,0.00171513,0.00166318,0.00162454
0.904667,0.00169452,0.00164349,0.00160533
0.912533,0.00167408,0.00162397,0.00158627
0.9204,0.00165382,0.00160461,0.00156737
0.928267,0.00163373,0.00158541,0.00154864
0.936133,0.00161382,0.00156638,0.00153006
0.944,0.00159408,0.00154752,0.00151165
0.951867,0.00157453,0.00152882,0.0014934
0.959733,0.00155515,0.0015103,0.00147532
0.9676,0.00153596,0.00149194,0.0014574
0.975467,0.00151695,0.00147376,0.00143965
0.983333,0.00149812,0.00145574,0.00142207
0.9912,0.00147947,0.0014379,0.00140465
0.999067,0.00146101,0.00142023,0.0013874
1.00693,0.00144273,0.00140274,0.00137033
1.0148,0.00142463,0.00138542,0.00135342
1.02267,0.00140672,0.00136827,0.00133668
1.03053,0.00138899,0.00135129,0.00132011
1.0384,0.00137145,0.00133449,0.00130371
1.04627,0.0013541,0.00131787,0.00128748
1.05413,0.00133692,0.00130142,0.00127142
1.062,0.00131994,0.00128514,0.00125553
1.06987,0.00130313,0.00126904,0.00123981
1.07773,0.00128652,0.00125311,0.00122426
1.0856,0.00127008,0.00123735,0.00120887
1.09347,0.00125383,0.00122177,0.00119366
1.10133,0.00123776,0.00120636,0.00117862
1.1092,0.00122187,0.00119112,0.00116374
1.11707,0.00120617,0.00117605,0.00114903
1.12493,0.00119064,0.00116116,0.00113449
1.1328,0.0011753,0.00114643,0.00112011
1.14067,0.00116014,0.00113188,0.0011059
1.14853,0.00114515,0.00111749,0.00109186
1.1564,0.00113035,0.00110327,0.00107798
1.16427,0.00111572,0.00108922,0.00106426
1.17213,0.00110126,0.00107534,0.00105071
1.18,0.00108698,0.00106162,0.00103731
