phi,Alice,CMS,ATLAS
-0.4,0.0122133,0.011631,0.0114977
-0.393333,0.0123316,0.0117414,0.0116067
-0.386667,0.0124498,0.0118517,0.0117157
-0.38,0.0125681,0.011962,0.0118246
-0.373333,0.0126862,0.0120722,0.0119334
-0.366667,0.0128042,0.0121822,0.0120421
-0.36,0.012922,0.0122921,0.0121506
-0.353333,0.0130395,0.0124017,0.0122589
-0.346667,0.0131567,0.012511,0.0123669
-0.34,0.0132736,0.01262,0.0124745
-0.333333,0.0133901,0.0127285,0.0125817
-0.326667,0.013506,0.0128367,0.0126886
-0.32,0.0136215,0.0129443,0.0127949
-0.313333,0.0137363,0.0130513,0.0129006
-0.306667,0.0138505,0.0131578,0.0130057
-0.3,0.013964,0.0132635,0.0131102
-0.293333,0.0140766,0.0133685,0.0132139
-0.286667,0.0141884,0.0134727,0.0133168
-0.28,0.0142993,0.013576,0.0134189
-0.273333,0.0144092,0.0136784,0.01352
-0.266667,0.014518,0.0137798,0.0136202
-0.26,0.0146256,0.0138801,0.0137192
-0.253333,0.014732,0.0139792,0.0138172
-0.246667,0.0148372,0.0140772,0.013914
-0.24,0.0149409,0.0141738,0.0140094
-0.233333,0.0150432,0.0142691,0.0141036
-0.226667,0.015144,0.014363,0.0141963
-0.22,0.0152432,0.0144554,0.0142876
-0.213333,0.0153406,0.0145462,0.0143772
-0.206667,0.0154363,0.0146353,0.0144653
-0.2,0.0155301,0.0147227,0.0145516
-0.193333,0.015622,0.0148082,0.0146361
-0.186667,0.0157118,0.0148919,0.0147188
-0.18,0.0157995,0.0149736,0.0147995
-0.173333,0.0158851,0.0150533,0.0148782
-0.166667,0.0159683,0.0151308,0.0149548
-0.16,0.0160491,0.0152061,0.0150292
-0.153333,0.0161275,0.0152791,0.0151013
-0.146667,0.0162034,0.0153497,0.0151711
-0.14,0.0162766,0.0154179,0.0152384
-0.133333,0.0163471,0.0154835,0.0153033
-0.126667,0.0164148,0.0155466,0.0153656
-0.12,0.0164796,0.015607,0.0154252
-0.113333,0.0165415,0.0156645,0.0154821
-0.106667,0.0166003,0.0157193,0.0155362
-0.1,0.0166559,0.0157712,0.0155874
-0.0933333,0.0167084,0.0158201,0.0156357
-0.0866667,0.0167577,0.0158659,0.015681
-0.08,0.0168035,0.0159086,0.0157232
-0.0733333,0.016846,0.0159482,0.0157623
-0.0666667,0.016885,0.0159845,0.0157982
-0.06,0.0169205,0.0160175,0.0158309
-0.0533333,0.0169524,0.0160473,0.0158602
-0.0466667,0.0169807,0.0160736,0.0158862
-0.04,0.0170053,0.0160965,0.0159089
-0.0333333,0.0170262,0.0161159,0.0159281
-0.0266667,0.0170433,0.0161319,0.0159438
-0.02,0.0170567,0.0161443,0.0159561
-0.0133333,0.0170662,0.0161532,0.0159649
-0.00666667,0.017072,0.0161586,0.0159702
2.48239e-15,0.0170739,0.0161604,0.015972
0.00666667,0.017072,0.0161586,0.0159702
0.0133333,0.0170662,0.0161532,0.0159649
0.02,0.0170567,0.0161443,0.0159561
0.0266667,0.0170433,0.0161319,0.0159438
0.0333333,0.0170262,0.0161159,0.0159281
0.04,0.0170053,0.0160965,0.0159089
0.0466667,0.0169807,0.0160736,0.0158862
0.0533333,0.0169524,0.0160473,0.0158602
0.06,0.0169205,0.0160175,0.0158309
0.0666667,0.016885,0.0159845,0.0157982
0.0733333,0.016846,0.0159482,0.0157623
0.08,0.0168035,0.0159086,0.0157232
0.0866667,0.0167577,0.0158659,0.015681
0.0933333,0.0167084,0.0158201,0.0156357
0.1,0.0166559,0.0157712,0.0155874
0.106667,0.0166003,0.0157193,0.0155362
0.113333,0.0165415,0.0156645,0.0154821
0.12,0.0164796,0.015607,0.0154252
0.126667,0.0164148,0.0155466,0.0153656
0.133333,0.0163471,0.0154835,0.0153033
0.14,0.0162766,0.0154179,0.0152384
0.146667,0.0162034,0.0153497,0.0151711
0.153333,0.0161275,0.0152791,0.0151013
0.16,0.0160491,0.0152061,0.0150292
0.166667,0.0159683,0.0151308,0.0149548
0.173333,0.0158851,0.0150533,0.0148782
0.18,0.0157995,0.0149736,0.0147995
0.186667,0.0157118,0.0148919,0.0147188
0.193333,0.015622,0.0148082,0.0146361
0.2,0.0155301,0.0147227,0.0145516
0.206667,0.0154363,0.0146353,0.0144653
0.213333,0.0153406,0.0145462,0.0143772
0.22,0.0152432,0.0144554,0.0142876
0.226667,0.015144,0.014363,0.0141963
0.233333,0.0150432,0.0142691,0.0141036
0.24,0.0149409,0.0141738,0.0140094
0.246667,0.0148372,0.0140772,0.013914
0.253333,0.014732,0.0139792,0.0138172
0.26,0.0146256,0.0138801,0.0137192
0.266667,0.014518,0.0137798,0.0136202
0.273333,0.0144092,0.0136784,0.01352
0.28,0.0142993,0.013576,0.0134189
0.286667,0.0141884,0.0134727,0.0133168
0.293333,0.0140766,0.0133685,0.0132139
0.3,0.013964,0.0132635,0.0131102
0.306667,0.0138505,0.0131578,0.0130057
0.313333,0.0137363,0.0130513,0.0129006
0.32,0.0136215,0.0129443,0.0127949
0.326667,0.013506,0.0128367,0.0126886
0.333333,0.0133901,0.0127285,0.0125817
0.34,0.0132736,0.01262,0.0124745
0.346667,0.0131567,0.012511,0.0123669
0.353333,0.0130395,0.0124017,0.0122589
0.36,0.012922,0.0122921,0.0121506
0.366667,0.0128042,0.0121822,0.0120421
0.373333,0.0126862,0.0120722,0.0119334
0.38,0.0125681,0.011962,0.0118246
0.386667,0.0124498,0.0118517,0.0117157
0.393333,0.0123316,0.0117414,0.0116067
0.4,0.0122133,0.011631,0.0114977
0.406667,0.0120951,0.0115207,0.0113887
0.413333,0.0119769,0.0114105,0.0112798
0.42,0.0118589,0.0113004,0.0111711
0.426667,0.0117411,0.0111904,0.0110624
0.433333,0.0116235,0.0110806,0.010954
0.44,0.0115061,0.010971,0.0108458
0.446667,0.011389,0.0108617,0.0107378
0.453333,0.0112723,0.0107527,0.0106301
0.46,0.0111559,0.010644,0.0105227
0.466667,0.0110398,0.0105356,0.0104157
0.473333,0.0109242,0.0104277,0.0103091
0.48,0.0108091,0.0103201,0.0102028
0.486667,0.0106944,0.010213,0.010097
0.493333,0.0105803,0.0101063,0.00999168
0.5,0.0104667,0.0100002,0.00988681
0.506667,0.0103536,0.0098945,0.00978244
0.513333,0.0102411,0.00978937,0.0096786
0.52,0.0101293,0.0096848,0.00957531
0.526667,0.010018,0.0095808,0.00947259
0.533333,0.00990743,0.00947739,0.00937045
0.54,0.00979751,0.0093746,0.00926892
0.546667,0.00968828,0.00927244,0.00916801
0.553333,0.00957976,0.00917093,0.00906774
0.56,0.00947196,0.00907008,0.00896813
0.566667,0.00936491,0.00896991,0.00886919
0.573333,0.0092586,0.00887043,0.00877093
0.58,0.00915307,0.00877166,0.00867336
0.586667,0.00904832,0.00867361,0.00857651
0.593333,0.00894437,0.00857628,0.00848038
0.6,0.00884122,0.0084797,0.00838498
0.606667,0.0087389,0.00838387,0.00829032
0.613333,0.00863739,0.0082888,0.00819641
0.62,0.00853673,0.0081945,0.00810326
0.626667,0.00843691,0.00810097,0.00801088
0.633333,0.00833795,0.00800823,0.00791928
0.64,0.00823984,0.00791628,0.00782845
0.646667,0.00814261,0.00782513,0.00773841
0.653333,0.00804624,0.00773479,0.00764917
0.66,0.00795076,0.00764525,0.00756072
0.666667,0.00785615,0.00755652,0.00747308
0.673333,0.00776243,0.00746861,0.00738624
0.68,0.00766961,0.00738151,0.00730021
0.686667,0.00757767,0.00729525,0.00721499
0.693333,0.00748663,0.0072098,0.00713059
0.7,0.00739649,0.00712518,0.007047
0.706667,0.00730725,0.00704139,0.00696423
0.713333,0.0072189,0.00695843,0.00688228
0.72,0.00713146,0.0068763,0.00680114
0.726667,0.00704491,0.006795,0.00672083
0.733333,0.00695927,0.00671453,0.00664134
0.74,0.00687452,0.00663489,0.00656266
0.746667,0.00679068,0.00655607,0.0064848
0.753333,0.00670772,0.00647808,0.00640776
0.76,0.00662566,0.00640092,0.00633154
0.766667,0.0065445,0.00632458,0.00625612
0.773333,0.00646422,0.00624907,0.00618152
0.78,0.00638483,0.00617437,0.00610773
0.786667,0.00630632,0.00610048,0.00603474
0.793333,0.0062287,0.00602741,0.00596255
0.8,0.00615195,0.00595515,0.00589116
0.806667,0.00607607,0.0058837,0.00582057
0.813333,0.00600106,0.00581305,0.00575077
0.82,0.00592691,0.0057432,0.00568177
0.826667,0.00585363,0.00567414,0.00561354
0.833333,0.0057812,0.00560587,0.00554609
0.84,0.00570961,0.00553839,0.00547942
0.846667,0.00563888,0.00547169,0.00541353
0.853333,0.00556898,0.00540576,0.00534839
0.86,0.00549991,0.00534061,0.00528402
0.866667,0.00543167,0.00527622,0.00522041
0.873333,0.00536425,0.00521259,0.00515754
0.88,0.00529765,0.00514972,0.00509543
0.886667,0.00523186,0.0050876,0.00503405
0.893333,0.00516687,0.00502622,0.00497341
0.9,0.00510268,0.00496558,0.00491349
0.906667,0.00503928,0.00490568,0.0048543
0.913333,0.00497667,0.0048465,0.00479583
0.92,0.00491483,0.00478804,0.00473807
0.926667,0.00485377,0.0047303,0.00468102
0.933333,0.00479346,0.00467326,0.00462466
0.94,0.00473392,0.00461693,0.004569
0.946667,0.00467512,0.0045613,0.00451403
0.953333,0.00461707,0.00450635,0.00445974
0.96,0.00455976,0.00445209,0.00440612
0.966667,0.00450318,0.0043985,0.00435317
0.973333,0.00444732,0.00434559,0.00430088
0.98,0.00439217,0.00429334,0.00424925
0.986667,0.00433773,0.00424175,0.00419827
0.993333,0.004284,0.00419081,0.00414793
1,0.00423095,0.00414052,0.00409823
